complaint_id,filed_time,fraud_type,amount,victim_district
CYB-2026-11390,2026-09-29T19:53:00,Loan-App Fraud,2000,Chandigarh
CYB-2026-11391,2026-09-08T16:26:00,OTP Fraud,48000,Chennai
CYB-2026-11392,2026-09-30T11:37:00,Loan-App Fraud,8000,Mumbai City
CYB-2026-11393,2026-09-10T01:13:00,Romance Scam,15000,Chandigarh
CYB-2026-11394,2026-09-23T16:54:00,Investment Fraud,75000,Central Delhi
CYB-2026-11395,2026-09-26T14:47:00,SIM-Swap,48000,Mumbai City
CYB-2026-11396,2026-09-26T15:51:00,OTP Fraud,48000,Guwahati
CYB-2026-11397,2026-09-29T10:16:00,SIM-Swap,75000,Ahmedabad
CYB-2026-11398,2026-09-12T10:30:00,Job Fraud,2000,Jaipur
CYB-2026-11399,2026-09-02T08:21:00,Job Fraud,15000,Surat
CYB-2026-11400,2026-09-25T13:27:00,Romance Scam,250000,Central Delhi
CYB-2026-11401,2026-09-07T06:20:00,Romance Scam,15000,South Delhi
CYB-2026-11402,2026-09-26T15:54:00,Job Fraud,120000,South Delhi
CYB-2026-11403,2026-09-18T23:45:00,Loan-App Fraud,75000,Mumbai Suburban
CYB-2026-11404,2026-09-02T17:19:00,Romance Scam,25000,Chandigarh
CYB-2026-11405,2026-09-07T12:16:00,SIM-Swap,15000,Mumbai City
CYB-2026-11406,2026-09-07T06:28:00,Romance Scam,75000,Bengaluru Urban
CYB-2026-11407,2026-09-07T03:42:00,OTP Fraud,48000,Kochi
CYB-2026-11408,2026-09-25T09:53:00,Loan-App Fraud,5000,Bhopal
CYB-2026-11409,2026-09-28T22:26:00,OTP Fraud,25000,Lucknow
CYB-2026-11410,2026-09-19T02:37:00,Loan-App Fraud,2000,South Delhi
CYB-2026-11411,2026-09-16T05:46:00,Investment Fraud,15000,Guwahati
CYB-2026-11412,2026-09-28T10:12:00,Loan-App Fraud,48000,Pune
CYB-2026-11413,2026-09-02T15:17:00,Romance Scam,120000,Central Delhi
CYB-2026-11414,2026-09-01T10:46:00,SIM-Swap,5000,Chandigarh
CYB-2026-11415,2026-09-27T06:51:00,Romance Scam,2000,Ahmedabad
CYB-2026-11416,2026-09-17T21:04:00,Investment Fraud,15000,Mumbai Suburban
CYB-2026-11417,2026-09-26T10:49:00,OTP Fraud,15000,Hyderabad
CYB-2026-11418,2026-09-23T00:23:00,Loan-App Fraud,120000,Mumbai City
CYB-2026-11419,2026-09-23T01:15:00,SIM-Swap,15000,Pune
CYB-2026-11420,2026-09-19T05:12:00,Loan-App Fraud,120000,Patna
CYB-2026-11421,2026-09-12T02:17:00,Loan-App Fraud,8000,Central Delhi
CYB-2026-11422,2026-09-23T18:16:00,Investment Fraud,5000,Nagpur
CYB-2026-11423,2026-09-04T09:50:00,Job Fraud,15000,Indore
CYB-2026-11424,2026-09-29T17:07:00,Romance Scam,8000,Pune
CYB-2026-11425,2026-09-01T09:46:00,Romance Scam,15000,Indore
CYB-2026-11426,2026-09-14T18:57:00,SIM-Swap,2000,Pune
CYB-2026-11427,2026-09-20T19:20:00,OTP Fraud,8000,Central Delhi
CYB-2026-11428,2026-09-27T08:36:00,Investment Fraud,120000,Kolkata
CYB-2026-11429,2026-09-28T10:19:00,Investment Fraud,15000,Pune
CYB-2026-11430,2026-09-12T16:40:00,Loan-App Fraud,2000,Central Delhi
CYB-2026-11431,2026-09-23T21:37:00,Investment Fraud,25000,Bengaluru Urban
CYB-2026-11432,2026-09-04T18:08:00,SIM-Swap,15000,Kolkata
CYB-2026-11433,2026-09-10T00:35:00,Romance Scam,250000,Chennai
CYB-2026-11434,2026-09-19T11:45:00,Romance Scam,8000,Central Delhi
CYB-2026-11435,2026-09-16T04:01:00,Investment Fraud,48000,Kochi
CYB-2026-11436,2026-09-17T07:27:00,Romance Scam,25000,Lucknow
CYB-2026-11437,2026-09-10T10:11:00,Loan-App Fraud,250000,Bhopal
CYB-2026-11438,2026-09-08T06:04:00,Investment Fraud,15000,Guwahati
CYB-2026-11439,2026-09-22T21:30:00,Job Fraud,120000,Surat
CYB-2026-11440,2026-09-15T17:05:00,Investment Fraud,2000,Chandigarh
CYB-2026-11441,2026-09-27T20:24:00,Investment Fraud,250000,South Delhi
CYB-2026-11442,2026-09-16T08:46:00,Loan-App Fraud,250000,Kolkata
CYB-2026-11443,2026-09-22T04:44:00,Romance Scam,48000,Nagpur
CYB-2026-11444,2026-09-24T21:58:00,SIM-Swap,75000,Guwahati
CYB-2026-11445,2026-09-29T14:09:00,SIM-Swap,25000,Bengaluru Urban
CYB-2026-11446,2026-09-10T23:20:00,Job Fraud,5000,Ahmedabad
CYB-2026-11447,2026-09-16T17:14:00,Investment Fraud,25000,Bhopal
CYB-2026-11448,2026-09-02T21:13:00,OTP Fraud,75000,Lucknow
CYB-2026-11449,2026-09-20T09:32:00,Romance Scam,120000,Lucknow
CYB-2026-11450,2026-09-26T15:17:00,OTP Fraud,25000,Ahmedabad
CYB-2026-11451,2026-09-08T02:51:00,OTP Fraud,15000,Surat
CYB-2026-11452,2026-09-25T19:50:00,SIM-Swap,250000,Patna
CYB-2026-11453,2026-09-02T22:01:00,Job Fraud,5000,South Delhi
CYB-2026-11454,2026-09-21T02:56:00,Job Fraud,25000,Nagpur
CYB-2026-11455,2026-09-16T15:32:00,Loan-App Fraud,48000,Chandigarh
CYB-2026-11456,2026-09-15T17:39:00,OTP Fraud,120000,South Delhi
CYB-2026-11457,2026-09-25T16:58:00,Job Fraud,15000,Mumbai Suburban
CYB-2026-11458,2026-09-03T11:45:00,Investment Fraud,15000,Patna
CYB-2026-11459,2026-09-13T05:42:00,Investment Fraud,75000,Kochi
CYB-2026-11460,2026-09-21T20:48:00,Investment Fraud,8000,Nagpur
CYB-2026-11461,2026-09-18T05:14:00,SIM-Swap,5000,Indore
CYB-2026-11462,2026-09-12T20:05:00,Romance Scam,75000,Bengaluru Urban
CYB-2026-11463,2026-09-04T18:01:00,Loan-App Fraud,250000,Mumbai Suburban
CYB-2026-11464,2026-09-10T12:09:00,Job Fraud,120000,Chandigarh
CYB-2026-11465,2026-09-02T14:17:00,SIM-Swap,75000,Bengaluru Urban
CYB-2026-11466,2026-09-01T07:38:00,OTP Fraud,8000,Lucknow
CYB-2026-11467,2026-09-03T01:16:00,Job Fraud,5000,Hyderabad
CYB-2026-11468,2026-09-13T19:33:00,Investment Fraud,75000,Mumbai Suburban
CYB-2026-11469,2026-09-07T02:04:00,Romance Scam,75000,Hyderabad
CYB-2026-11470,2026-09-21T05:08:00,SIM-Swap,75000,Kolkata
CYB-2026-11471,2026-09-16T20:56:00,Investment Fraud,5000,Hyderabad
CYB-2026-11472,2026-09-05T01:24:00,SIM-Swap,48000,Kochi
CYB-2026-11473,2026-09-10T23:22:00,Investment Fraud,5000,Pune
CYB-2026-11474,2026-09-16T00:31:00,OTP Fraud,5000,Mumbai City
CYB-2026-11475,2026-09-19T16:47:00,SIM-Swap,250000,Lucknow
CYB-2026-11476,2026-09-04T12:45:00,SIM-Swap,48000,Kolkata
CYB-2026-11477,2026-09-20T21:34:00,Job Fraud,48000,Lucknow
CYB-2026-11478,2026-09-28T01:09:00,SIM-Swap,8000,Central Delhi
CYB-2026-11479,2026-09-13T21:30:00,Loan-App Fraud,2000,South Delhi
CYB-2026-11480,2026-09-12T21:38:00,Loan-App Fraud,250000,Jaipur
CYB-2026-11481,2026-09-12T19:36:00,Job Fraud,48000,Bhopal
CYB-2026-11482,2026-09-20T19:01:00,Romance Scam,15000,Kolkata
CYB-2026-11483,2026-09-29T16:45:00,SIM-Swap,48000,Bengaluru Urban
CYB-2026-11484,2026-09-13T10:11:00,OTP Fraud,120000,Patna
CYB-2026-11485,2026-09-11T05:23:00,Investment Fraud,15000,Patna
CYB-2026-11486,2026-09-18T22:04:00,SIM-Swap,120000,Surat
CYB-2026-11487,2026-09-10T04:38:00,Romance Scam,250000,Chennai
CYB-2026-11488,2026-09-28T02:41:00,Romance Scam,15000,Nagpur
CYB-2026-11489,2026-09-22T19:43:00,Loan-App Fraud,8000,Patna
CYB-2026-11490,2026-09-13T18:28:00,Romance Scam,15000,Mumbai Suburban
CYB-2026-11491,2026-09-27T13:29:00,Loan-App Fraud,8000,Patna
CYB-2026-11492,2026-09-04T21:17:00,SIM-Swap,5000,Bengaluru Urban
CYB-2026-11493,2026-09-11T04:36:00,Loan-App Fraud,48000,Chennai
CYB-2026-11494,2026-09-02T19:00:00,Job Fraud,5000,Hyderabad
CYB-2026-11495,2026-09-13T16:52:00,SIM-Swap,250000,Mumbai Suburban
CYB-2026-11496,2026-09-26T00:38:00,Investment Fraud,5000,Mumbai Suburban
CYB-2026-11497,2026-09-04T13:01:00,OTP Fraud,2000,Chennai
CYB-2026-11498,2026-09-20T14:43:00,OTP Fraud,2000,Kochi
CYB-2026-11499,2026-09-05T04:22:00,OTP Fraud,120000,Mumbai Suburban
CYB-2026-11500,2026-09-01T10:42:00,SIM-Swap,8000,Guwahati
CYB-2026-11501,2026-09-04T16:00:00,Romance Scam,15000,Bhopal
CYB-2026-11502,2026-10-01T04:17:00,OTP Fraud,75000,Mumbai Suburban
CYB-2026-11503,2026-09-28T09:52:00,Romance Scam,75000,Bengaluru Urban
CYB-2026-11504,2026-09-22T11:35:00,OTP Fraud,250000,Nagpur
CYB-2026-11505,2026-09-16T18:10:00,SIM-Swap,75000,Chandigarh
CYB-2026-11506,2026-09-18T23:40:00,Loan-App Fraud,75000,Pune
CYB-2026-11507,2026-09-24T10:13:00,Romance Scam,75000,Bengaluru Urban
CYB-2026-11508,2026-09-19T19:15:00,Romance Scam,8000,Hyderabad
CYB-2026-11509,2026-09-10T00:22:00,Job Fraud,48000,Nagpur
CYB-2026-11510,2026-09-10T02:09:00,Investment Fraud,48000,Chandigarh
CYB-2026-11511,2026-09-25T20:18:00,Loan-App Fraud,2000,Mumbai City
CYB-2026-11512,2026-09-05T14:25:00,Job Fraud,25000,Jaipur
CYB-2026-11513,2026-09-11T09:52:00,Job Fraud,2000,Patna
CYB-2026-11514,2026-09-07T21:22:00,SIM-Swap,5000,Chennai
CYB-2026-11515,2026-09-28T05:00:00,Investment Fraud,25000,Central Delhi
CYB-2026-11516,2026-09-18T03:30:00,Investment Fraud,120000,South Delhi
CYB-2026-11517,2026-09-14T00:13:00,Job Fraud,15000,Kochi
CYB-2026-11518,2026-09-09T15:10:00,SIM-Swap,15000,Pune
CYB-2026-11519,2026-09-19T09:04:00,Loan-App Fraud,5000,Lucknow
CYB-2026-11520,2026-09-11T08:04:00,Loan-App Fraud,8000,Nagpur
CYB-2026-11521,2026-09-28T18:55:00,Loan-App Fraud,75000,Patna
CYB-2026-11522,2026-09-19T18:50:00,OTP Fraud,120000,Indore
CYB-2026-11523,2026-09-19T06:46:00,OTP Fraud,15000,Pune
CYB-2026-11524,2026-09-20T06:33:00,OTP Fraud,5000,Surat
CYB-2026-11525,2026-09-01T08:15:00,OTP Fraud,2000,Central Delhi
CYB-2026-11526,2026-09-14T00:40:00,SIM-Swap,120000,Mumbai City
CYB-2026-11527,2026-09-07T11:19:00,Loan-App Fraud,15000,Mumbai City
CYB-2026-11528,2026-09-06T15:10:00,SIM-Swap,25000,Ahmedabad
CYB-2026-11529,2026-09-03T21:48:00,Investment Fraud,48000,Bengaluru Urban
CYB-2026-11530,2026-09-21T08:33:00,Job Fraud,2000,Patna
CYB-2026-11531,2026-09-30T04:25:00,Romance Scam,250000,Jaipur
CYB-2026-11532,2026-09-26T22:41:00,Job Fraud,8000,Chennai
CYB-2026-11533,2026-09-23T20:46:00,Loan-App Fraud,75000,Lucknow
CYB-2026-11534,2026-09-20T17:27:00,Loan-App Fraud,75000,Jaipur
CYB-2026-11535,2026-09-12T13:52:00,Loan-App Fraud,120000,Ahmedabad
CYB-2026-11536,2026-09-06T17:24:00,Investment Fraud,2000,Jaipur
CYB-2026-11537,2026-09-20T06:26:00,Romance Scam,120000,Bengaluru Urban
CYB-2026-11538,2026-09-18T03:30:00,SIM-Swap,2000,Bengaluru Urban
CYB-2026-11539,2026-09-27T01:34:00,Romance Scam,120000,Pune
CYB-2026-11540,2026-09-08T08:27:00,SIM-Swap,2000,Surat
CYB-2026-11541,2026-09-20T15:40:00,Job Fraud,15000,Central Delhi
CYB-2026-11542,2026-09-18T21:28:00,Loan-App Fraud,25000,Indore
CYB-2026-11543,2026-09-30T07:00:00,SIM-Swap,5000,Hyderabad
CYB-2026-11544,2026-09-13T23:45:00,Romance Scam,2000,Mumbai Suburban
CYB-2026-11545,2026-09-19T01:37:00,Investment Fraud,5000,Kochi
CYB-2026-11546,2026-09-24T09:55:00,Romance Scam,48000,Mumbai City
CYB-2026-11547,2026-09-19T14:31:00,OTP Fraud,250000,Lucknow
CYB-2026-11548,2026-09-25T05:45:00,Job Fraud,250000,Hyderabad
CYB-2026-11549,2026-09-18T18:56:00,Romance Scam,120000,Ahmedabad
CYB-2026-11550,2026-09-21T06:18:00,Investment Fraud,8000,Indore
CYB-2026-11551,2026-09-25T19:11:00,Investment Fraud,25000,Bhopal
CYB-2026-11552,2026-09-12T20:34:00,Loan-App Fraud,48000,Mumbai City
CYB-2026-11553,2026-09-25T14:32:00,OTP Fraud,120000,Pune
CYB-2026-11554,2026-09-06T12:39:00,SIM-Swap,5000,Guwahati
CYB-2026-11555,2026-09-04T13:56:00,Loan-App Fraud,2000,Pune
CYB-2026-11556,2026-09-20T16:36:00,SIM-Swap,5000,Surat
CYB-2026-11557,2026-09-18T10:28:00,SIM-Swap,250000,Chennai
CYB-2026-11558,2026-09-07T13:10:00,Investment Fraud,75000,Ahmedabad
CYB-2026-11559,2026-09-14T04:45:00,Investment Fraud,120000,Chennai
CYB-2026-11560,2026-09-27T06:34:00,Job Fraud,15000,Kolkata
CYB-2026-11561,2026-09-05T07:29:00,Romance Scam,8000,Mumbai Suburban
CYB-2026-11562,2026-09-10T16:49:00,OTP Fraud,5000,Kochi
CYB-2026-11563,2026-09-08T19:48:00,Job Fraud,120000,Pune
CYB-2026-11564,2026-09-26T17:05:00,OTP Fraud,48000,Kolkata
CYB-2026-11565,2026-09-15T19:49:00,Loan-App Fraud,75000,Hyderabad
CYB-2026-11566,2026-09-06T10:28:00,Job Fraud,2000,Jaipur
CYB-2026-11567,2026-09-11T06:58:00,Investment Fraud,120000,Bhopal
CYB-2026-11568,2026-09-22T02:15:00,Investment Fraud,2000,Ahmedabad
CYB-2026-11569,2026-09-15T06:52:00,OTP Fraud,8000,Bhopal
CYB-2026-11570,2026-09-24T10:03:00,OTP Fraud,120000,Kochi
CYB-2026-11571,2026-09-08T14:21:00,SIM-Swap,120000,Patna
CYB-2026-11572,2026-09-21T14:50:00,Loan-App Fraud,75000,Mumbai City
CYB-2026-11573,2026-09-22T22:35:00,Job Fraud,120000,Chandigarh
CYB-2026-11574,2026-09-25T11:18:00,Investment Fraud,2000,Lucknow
CYB-2026-11575,2026-09-19T07:03:00,Investment Fraud,48000,Mumbai City
CYB-2026-11576,2026-09-29T18:15:00,OTP Fraud,15000,Central Delhi
CYB-2026-11577,2026-09-29T17:16:00,Romance Scam,2000,Kochi
CYB-2026-11578,2026-09-18T17:54:00,OTP Fraud,8000,South Delhi
CYB-2026-11579,2026-09-20T12:32:00,SIM-Swap,8000,Kolkata
CYB-2026-11580,2026-09-28T10:41:00,SIM-Swap,48000,Bhopal
CYB-2026-11581,2026-09-04T05:38:00,SIM-Swap,25000,Patna
CYB-2026-11582,2026-09-17T07:45:00,Loan-App Fraud,250000,Bhopal
CYB-2026-11583,2026-09-17T20:35:00,Romance Scam,250000,Kochi
CYB-2026-11584,2026-09-20T20:21:00,Loan-App Fraud,48000,Indore
CYB-2026-11585,2026-09-08T18:25:00,Romance Scam,2000,South Delhi
CYB-2026-11586,2026-09-29T20:54:00,Investment Fraud,2000,Chennai
CYB-2026-11587,2026-09-07T14:07:00,OTP Fraud,120000,Nagpur
CYB-2026-11588,2026-09-06T07:58:00,OTP Fraud,8000,Chennai
CYB-2026-11589,2026-09-16T21:40:00,Loan-App Fraud,5000,South Delhi
CYB-2026-11590,2026-09-04T19:37:00,OTP Fraud,120000,Jaipur
CYB-2026-11591,2026-09-20T04:05:00,OTP Fraud,120000,Hyderabad
CYB-2026-11592,2026-09-08T20:10:00,Romance Scam,75000,Kolkata
CYB-2026-11593,2026-09-03T22:40:00,Job Fraud,75000,Surat
CYB-2026-11594,2026-09-23T17:39:00,Romance Scam,2000,Jaipur
CYB-2026-11595,2026-09-26T13:21:00,Job Fraud,250000,South Delhi
CYB-2026-11596,2026-09-03T08:27:00,Investment Fraud,8000,Indore
CYB-2026-11597,2026-09-14T13:49:00,Investment Fraud,2000,Jaipur
CYB-2026-11598,2026-09-30T11:47:00,SIM-Swap,5000,Lucknow
CYB-2026-11599,2026-09-04T04:09:00,Investment Fraud,120000,Hyderabad
CYB-2026-11600,2026-09-27T01:32:00,Romance Scam,5000,Lucknow
CYB-2026-11601,2026-09-04T22:26:00,SIM-Swap,48000,Hyderabad
CYB-2026-11602,2026-09-12T08:33:00,Job Fraud,250000,Kochi
CYB-2026-11603,2026-09-13T15:18:00,OTP Fraud,2000,Nagpur
CYB-2026-11604,2026-09-20T13:04:00,Loan-App Fraud,250000,Guwahati
CYB-2026-11605,2026-09-05T19:49:00,OTP Fraud,250000,Jaipur
CYB-2026-11606,2026-09-10T05:09:00,Job Fraud,5000,Patna
CYB-2026-11607,2026-09-22T10:50:00,OTP Fraud,250000,Surat
CYB-2026-11608,2026-09-22T19:36:00,OTP Fraud,2000,Chandigarh
CYB-2026-11609,2026-09-22T03:06:00,Loan-App Fraud,2000,Guwahati
CYB-2026-11610,2026-09-06T11:29:00,Romance Scam,8000,Chandigarh
CYB-2026-11611,2026-09-19T12:47:00,Loan-App Fraud,75000,Chandigarh
CYB-2026-11612,2026-09-08T19:10:00,OTP Fraud,8000,Hyderabad
CYB-2026-11613,2026-09-14T18:14:00,OTP Fraud,5000,Mumbai City
CYB-2026-11614,2026-09-20T10:23:00,Job Fraud,15000,Bhopal
CYB-2026-11615,2026-09-01T09:15:00,Loan-App Fraud,2000,Kolkata
CYB-2026-11616,2026-09-06T10:05:00,Job Fraud,8000,Kochi
CYB-2026-11617,2026-09-07T20:32:00,SIM-Swap,5000,Mumbai City
CYB-2026-11618,2026-09-30T22:09:00,Romance Scam,2000,Kochi
CYB-2026-11619,2026-09-19T20:58:00,Job Fraud,48000,Bhopal
CYB-2026-11620,2026-09-19T19:34:00,OTP Fraud,15000,Mumbai Suburban
CYB-2026-11621,2026-09-28T22:58:00,Investment Fraud,75000,Hyderabad
CYB-2026-11622,2026-09-09T19:55:00,Investment Fraud,8000,Mumbai Suburban
CYB-2026-11623,2026-09-14T17:09:00,Investment Fraud,48000,Guwahati
CYB-2026-11624,2026-09-16T19:34:00,Investment Fraud,5000,Chandigarh
CYB-2026-11625,2026-09-06T18:43:00,OTP Fraud,250000,Patna
CYB-2026-11626,2026-09-18T23:33:00,Investment Fraud,15000,South Delhi
CYB-2026-11627,2026-09-30T04:44:00,Romance Scam,15000,Lucknow
CYB-2026-11628,2026-09-14T14:50:00,SIM-Swap,2000,Bengaluru Urban
CYB-2026-11629,2026-09-09T15:52:00,Loan-App Fraud,15000,Bhopal
CYB-2026-11630,2026-09-02T15:39:00,SIM-Swap,8000,Kolkata
CYB-2026-11631,2026-09-06T14:54:00,OTP Fraud,250000,Bhopal
CYB-2026-11632,2026-09-25T18:53:00,Job Fraud,5000,Hyderabad
CYB-2026-11633,2026-09-04T11:06:00,OTP Fraud,2000,Hyderabad
CYB-2026-11634,2026-09-27T18:53:00,Romance Scam,75000,Nagpur
CYB-2026-11635,2026-09-28T23:00:00,Loan-App Fraud,2000,Nagpur
CYB-2026-11636,2026-09-13T13:05:00,Loan-App Fraud,75000,Hyderabad
CYB-2026-11637,2026-09-12T19:52:00,Job Fraud,2000,Guwahati
CYB-2026-11638,2026-09-13T11:48:00,Romance Scam,15000,Lucknow
CYB-2026-11639,2026-09-20T10:52:00,Job Fraud,25000,Lucknow
CYB-2026-11640,2026-09-10T09:59:00,Job Fraud,2000,South Delhi
CYB-2026-11641,2026-09-20T19:20:00,Romance Scam,120000,Surat
CYB-2026-11642,2026-09-21T15:22:00,Investment Fraud,5000,Lucknow
CYB-2026-11643,2026-09-14T04:17:00,Loan-App Fraud,15000,Ahmedabad
CYB-2026-11644,2026-09-23T07:10:00,Loan-App Fraud,48000,Jaipur
CYB-2026-11645,2026-09-14T22:24:00,OTP Fraud,2000,Pune
CYB-2026-11646,2026-09-24T19:01:00,Loan-App Fraud,25000,Surat
CYB-2026-11647,2026-09-21T05:48:00,Loan-App Fraud,250000,Surat
CYB-2026-11648,2026-09-18T21:01:00,Loan-App Fraud,48000,Bhopal
CYB-2026-11649,2026-09-12T09:10:00,Romance Scam,15000,Mumbai Suburban
CYB-2026-11650,2026-09-07T10:26:00,Romance Scam,75000,Chennai
CYB-2026-11651,2026-09-24T02:47:00,Investment Fraud,48000,Pune
CYB-2026-11652,2026-09-20T10:07:00,Romance Scam,120000,Ahmedabad
CYB-2026-11653,2026-09-03T21:33:00,Job Fraud,2000,South Delhi
CYB-2026-11654,2026-10-01T01:06:00,Investment Fraud,75000,Ahmedabad
CYB-2026-11655,2026-09-04T19:56:00,Job Fraud,5000,South Delhi
CYB-2026-11656,2026-09-24T02:44:00,Investment Fraud,15000,Chandigarh
CYB-2026-11657,2026-09-26T04:04:00,Romance Scam,8000,Nagpur
CYB-2026-11658,2026-09-11T18:55:00,Loan-App Fraud,2000,Bengaluru Urban
CYB-2026-11659,2026-09-04T07:16:00,Loan-App Fraud,25000,South Delhi
CYB-2026-11660,2026-09-24T00:30:00,SIM-Swap,48000,Bengaluru Urban
CYB-2026-11661,2026-09-08T19:50:00,SIM-Swap,15000,Guwahati
CYB-2026-11662,2026-09-17T22:16:00,Loan-App Fraud,5000,Guwahati
CYB-2026-11663,2026-09-25T05:52:00,Job Fraud,250000,Ahmedabad
CYB-2026-11664,2026-09-18T07:43:00,Job Fraud,48000,Ahmedabad
CYB-2026-11665,2026-09-03T02:50:00,SIM-Swap,2000,Hyderabad
CYB-2026-11666,2026-09-28T22:23:00,OTP Fraud,48000,Surat
CYB-2026-11667,2026-09-14T17:00:00,OTP Fraud,75000,Mumbai City
CYB-2026-11668,2026-09-15T05:39:00,OTP Fraud,25000,Central Delhi
CYB-2026-11669,2026-09-20T22:01:00,SIM-Swap,15000,Jaipur
CYB-2026-11670,2026-09-13T09:31:00,Job Fraud,48000,Pune
CYB-2026-11671,2026-09-18T15:43:00,SIM-Swap,75000,Nagpur
CYB-2026-11672,2026-09-24T03:54:00,Romance Scam,8000,Pune
CYB-2026-11673,2026-09-07T13:59:00,Loan-App Fraud,48000,Kochi
CYB-2026-11674,2026-09-23T16:51:00,Job Fraud,8000,Kolkata
CYB-2026-11675,2026-09-03T06:49:00,SIM-Swap,48000,Guwahati
CYB-2026-11676,2026-09-13T04:20:00,Loan-App Fraud,2000,Bhopal
CYB-2026-11677,2026-09-27T20:20:00,SIM-Swap,250000,Lucknow
CYB-2026-11678,2026-09-23T15:32:00,Job Fraud,250000,Guwahati
CYB-2026-11679,2026-09-05T16:42:00,OTP Fraud,15000,Indore
CYB-2026-11680,2026-09-12T22:00:00,OTP Fraud,250000,Surat
CYB-2026-11681,2026-09-11T20:53:00,Investment Fraud,25000,Chandigarh
CYB-2026-11682,2026-09-01T14:32:00,Romance Scam,250000,Kolkata
CYB-2026-11683,2026-09-06T07:00:00,OTP Fraud,250000,Hyderabad
CYB-2026-11684,2026-09-23T07:42:00,Romance Scam,75000,Kochi
CYB-2026-11685,2026-09-15T22:07:00,Romance Scam,48000,Lucknow
CYB-2026-11686,2026-09-30T22:03:00,SIM-Swap,5000,Nagpur
CYB-2026-11687,2026-09-29T01:47:00,OTP Fraud,75000,Chandigarh
CYB-2026-11688,2026-09-02T23:06:00,Loan-App Fraud,5000,Lucknow
CYB-2026-11689,2026-09-03T11:19:00,Job Fraud,250000,Kolkata
CYB-2026-11690,2026-09-11T05:23:00,Investment Fraud,120000,Chennai
CYB-2026-11691,2026-09-13T09:59:00,Romance Scam,75000,Pune
CYB-2026-11692,2026-09-08T05:43:00,SIM-Swap,250000,Ahmedabad
CYB-2026-11693,2026-09-16T17:34:00,Romance Scam,48000,Indore
CYB-2026-11694,2026-09-21T12:56:00,OTP Fraud,250000,Nagpur
CYB-2026-11695,2026-09-04T08:50:00,Investment Fraud,8000,Surat
CYB-2026-11696,2026-09-21T00:27:00,Romance Scam,48000,Patna
CYB-2026-11697,2026-09-23T16:04:00,SIM-Swap,5000,Lucknow
CYB-2026-11698,2026-09-16T23:40:00,OTP Fraud,15000,Ahmedabad
CYB-2026-11699,2026-09-13T04:37:00,OTP Fraud,250000,Kochi
CYB-2026-11700,2026-09-30T17:57:00,Investment Fraud,120000,Jaipur
CYB-2026-11701,2026-09-27T17:46:00,SIM-Swap,48000,Kochi
CYB-2026-11702,2026-09-19T22:25:00,Loan-App Fraud,8000,Chennai
CYB-2026-11703,2026-09-30T02:03:00,Romance Scam,5000,Kolkata
CYB-2026-11704,2026-09-02T22:30:00,Romance Scam,5000,Chandigarh
CYB-2026-11705,2026-09-18T16:34:00,OTP Fraud,120000,Surat
CYB-2026-11706,2026-09-27T13:39:00,Investment Fraud,15000,Indore
CYB-2026-11707,2026-09-13T13:00:00,Loan-App Fraud,5000,Hyderabad
CYB-2026-11708,2026-09-15T08:20:00,SIM-Swap,15000,Bhopal
CYB-2026-11709,2026-09-01T18:01:00,Loan-App Fraud,2000,Chandigarh
CYB-2026-11710,2026-09-20T03:22:00,SIM-Swap,15000,Kochi
CYB-2026-11711,2026-09-08T19:35:00,Loan-App Fraud,5000,Kolkata
CYB-2026-11712,2026-09-19T04:41:00,Investment Fraud,48000,Chandigarh
CYB-2026-11713,2026-09-16T20:13:00,SIM-Swap,5000,Hyderabad
CYB-2026-11714,2026-09-21T11:34:00,Loan-App Fraud,75000,Guwahati
CYB-2026-11715,2026-09-15T23:30:00,Loan-App Fraud,25000,South Delhi
CYB-2026-11716,2026-09-03T08:28:00,Romance Scam,2000,Bhopal
CYB-2026-11717,2026-09-14T01:57:00,OTP Fraud,250000,Guwahati
CYB-2026-11718,2026-09-12T22:23:00,Romance Scam,75000,Chandigarh
CYB-2026-11719,2026-09-30T14:42:00,Romance Scam,2000,Chennai
CYB-2026-11720,2026-09-27T15:03:00,Loan-App Fraud,75000,Chandigarh
CYB-2026-11721,2026-09-09T01:43:00,Investment Fraud,75000,Central Delhi
CYB-2026-11722,2026-09-14T19:32:00,Job Fraud,15000,Nagpur
CYB-2026-11723,2026-09-16T23:00:00,SIM-Swap,5000,Central Delhi
CYB-2026-11724,2026-09-16T06:54:00,Job Fraud,48000,Guwahati
CYB-2026-11725,2026-09-27T08:00:00,OTP Fraud,25000,Mumbai City
CYB-2026-11726,2026-09-29T23:26:00,SIM-Swap,250000,Surat
CYB-2026-11727,2026-09-01T16:15:00,OTP Fraud,75000,Kolkata
CYB-2026-11728,2026-09-09T07:22:00,Loan-App Fraud,25000,Surat
CYB-2026-11729,2026-09-27T22:46:00,OTP Fraud,25000,Chandigarh
CYB-2026-11730,2026-09-21T22:59:00,OTP Fraud,48000,Surat
CYB-2026-11731,2026-09-16T18:55:00,Romance Scam,120000,Pune
CYB-2026-11732,2026-09-18T13:18:00,SIM-Swap,250000,Ahmedabad
CYB-2026-11733,2026-09-21T09:43:00,Job Fraud,120000,Chandigarh
CYB-2026-11734,2026-09-21T11:00:00,SIM-Swap,5000,Mumbai City
CYB-2026-11735,2026-09-02T17:28:00,Loan-App Fraud,75000,Indore
CYB-2026-11736,2026-09-13T23:45:00,Investment Fraud,75000,Central Delhi
